mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
0.03822999000549317,0.031458897625011514,2.5903783321380613,0.4674485409926615,euclidean,5,uniform,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}",0.7037623762376237,0.6992868462757528,0.7008716323296355,0.7024564183835182,0.7127575277337559,0.7038269601920571,0.0047113520288849815,17,0.8015055467511886,0.8010300089135387,0.8034069525601664,0.8008319302763197,0.7947905318411409,0.8003129940684708,0.0029077742408083304,0.7019056469246227,0.6957085781143216,0.6982716725963362,0.6981374702787998,0.7119947271167618,0.7012036190061683,0.005746893241123322,16,0.8010026403562966,0.7997354866188502,0.8021358965215223,0.7995231779173887,0.7934393571878582,0.7991673117203832,0.003014626129902376
0.03517208099365234,0.011126869537506726,1.4601769924163819,0.2825441867130028,euclidean,5,distance,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}",0.7144554455445544,0.7159270998415214,0.7131537242472267,0.7064183835182251,0.7297939778129953,0.7159497261929045,0.0076493242785306975,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7107013795740914,0.7113128653111007,0.7103779989883601,0.7006293525795579,0.7264762373785516,0.7118995667663321,0.008289657334306314,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06619024276733398,0.02704349463272079,3.813757038116455,0.6767886256157463,euclidean,8,uniform,"{'metric': 'euclidean', 'n_neighbors': 8, 'weights': 'uniform'}",0.6863366336633664,0.7016640253565769,0.6933438985736925,0.7068145800316957,0.7028526148969889,0.6982023505044641,0.007378054492189426,21,0.7715927099841522,0.7721105278795682,0.7730018817470535,0.7675547192235317,0.7693374269585025,0.7707194531585616,0.001991616625839886,0.6828441599554561,0.6970855396557459,0.689982410178799,0.7005697652551708,0.7015502719239891,0.6944064293938321,0.007063382297616644,21,0.7709155650287397,0.7704452696448775,0.7719217593378467,0.765541000374106,0.7672933506020815,0.7692233889975303,0.0024051065969013384
0.05292506217956543,0.02064763521558066,1.8259949207305908,0.44969240918249836,euclidean,8,distance,"{'metric': 'euclidean', 'n_neighbors': 8, 'weights': 'distance'}",0.7108910891089109,0.7127575277337559,0.7099841521394612,0.71513470681458,0.7278129952456418,0.71531609420847,0.006492487592340075,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7070139633598992,0.7080626485446533,0.7057497677574937,0.7092469893354253,0.7246601757441916,0.7109467089483326,0.0069532827979319435,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.026555871963500975,0.01082055542993391,2.074376106262207,0.19646305178482248,euclidean,10,uniform,"{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'uniform'}",0.6851485148514852,0.7048335974643423,0.7016640253565769,0.7044374009508716,0.7115689381933439,0.701530495363324,0.008814964932268405,19,0.7604992076069731,0.7580469446370209,0.7606219669208676,0.7556700009903932,0.7549767257601268,0.7579629691830763,0.002353090695364752,0.6806182112776578,0.6999120118989685,0.6959869661648098,0.6970439365734837,0.7102419206046394,0.6967606093039119,0.009517698301476352,19,0.7584571578805283,0.7560799734905668,0.7585266739538424,0.752933565292909,0.7522505899205408,0.7556495921076775,0.0026561352066434385
0.020915651321411134,0.011649049983867583,0.9122239112854004,0.14651727549392382,euclidean,10,distance,"{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'distance'}",0.7089108910891089,0.7187004754358162,0.713946117274168,0.7175118858954042,0.7278129952456418,0.7173764729880278,0.00623098279859318,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7051475131630741,0.7148500717139304,0.7090215579794392,0.7113063640192518,0.7238984783505386,0.7128447970452467,0.006362972720173572,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.028218793869018554,0.007234202775733793,1.4749128818511963,0.13980919732509617,euclidean,12,uniform,"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'uniform'}",0.6871287128712872,0.6925515055467512,0.6977020602218701,0.7016640253565769,0.7068145800316957,0.6971721768056363,0.006865204884001157,22,0.7534667194928685,0.7488362880063385,0.7525007427948895,0.7454689511736159,0.7460631870852729,0.749267177710597,0.0032548376618820236,0.6835798244277002,0.6868549842086865,0.691829052205686,0.6946814810343472,0.7052793918728513,0.6924449467498542,0.0074825459344916015,22,0.7512415311162536,0.7459897474481323,0.7498345056691205,0.7425925810873278,0.7429544072625408,0.746522554516675,0.003512776962416037
0.020678377151489256,0.01066232533161479,0.7334771156311035,0.15103469828256802,euclidean,12,distance,"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'distance'}",0.7073267326732673,0.7119651347068146,0.7107765451664025,0.7190966719492868,0.7230586370839936,0.714444744315953,0.005763849718460427,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.704715966879782,0.706724388709315,0.7057308191201269,0.7139192662427909,0.7192043167744545,0.710058951545294,0.005602486224368966,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.014477300643920898,0.008846886771983085,1.1532155990600585,0.10461109062841824,euclidean,15,uniform,"{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'uniform'}",0.6831683168316832,0.6862123613312203,0.686608557844691,0.6992868462757528,0.7036450079239303,0.6917842180414555,0.008112146034023436,23,0.7397979397781299,0.737347727047638,0.7362582945429336,0.7329899970288204,0.7341784688521343,0.7361144854499313,0.002392487819909256,0.6792467035189521,0.6798030278039057,0.6807384193433069,0.6919088851281179,0.7021724996660924,0.6867739070920751,0.009001818891071055,23,0.736334548690641,0.734122540756888,0.7332418190856865,0.7294992865932765,0.7299840648946466,0.7326364520042277,0.00257401679795991
0.01737842559814453,0.010469875019425185,0.6163774013519288,0.06903836763623349,euclidean,15,distance,"{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'distance'}",0.7025742574257425,0.7056259904912837,0.7119651347068146,0.7167194928684627,0.7246434231378764,0.712305659726036,0.007888427702911423,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6983027218143396,0.6995392464781568,0.706808081152291,0.7107520882627069,0.7216419231740723,0.7074088121763132,0.008473143069553742,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.010584831237792969,0.004266057932131737,1.0404079914093018,0.12974025987354035,euclidean,20,uniform,"{'metric': 'euclidean', 'n_neighbors': 20, 'weights': 'uniform'}",0.6756435643564357,0.6818541996830428,0.6806656101426307,0.6905705229793978,0.6909667194928685,0.6839401233308751,0.005953850149672788,24,0.7252377179080824,0.7259582054075467,0.7276418738239081,0.7240764583539665,0.7216995147073388,0.7249227540401686,0.0019834546808941813,0.6722247436024099,0.6756331641150356,0.6747631962977753,0.6828623473417127,0.6877890914044065,0.678654508552268,0.0057751055703133556,24,0.7211705185963826,0.7227670833699522,0.7242498102356798,0.7206277253922693,0.7172358477371436,0.7212101970662854,0.0023579416194705266
0.00935368537902832,0.0022529860056879894,0.6549388885498046,0.11840443556582182,euclidean,20,distance,"{'metric': 'euclidean', 'n_neighbors': 20, 'weights': 'distance'}",0.6942574257425742,0.6977020602218701,0.7048335974643423,0.7064183835182251,0.7127575277337559,0.7031937989361534,0.0065508740396218075,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6907876028385118,0.692396551232078,0.6998384495643543,0.6998617739037546,0.7095564626781407,0.6984881680433679,0.0066726861040749584,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.008289480209350586,0.000705502428513712,2.9955499172210693,0.1495366979968906,manhattan,5,uniform,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}",0.7132673267326732,0.713946117274168,0.7072107765451664,0.7123613312202852,0.7210776545166403,0.7135726412577865,0.004438434857880892,11,0.8072503961965135,0.8041002277904328,0.8099435475883926,0.806972368030108,0.8041992671090423,0.8064931613428978,0.002176983723334895,0.7111212302854811,0.7099816971252515,0.7036039275692513,0.7073244512643312,0.719886671172452,0.7103835954833534,0.005409923018353852,10,0.8064012940761961,0.802657550537824,0.8090247602172346,0.8053791009825563,0.8027641832846418,0.8052453778196906,0.0023870874280065625
0.01290125846862793,0.010347912896351496,3.0795591354370115,0.5905168064200983,manhattan,5,distance,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.7215841584158416,0.7286053882725833,0.7115689381933439,0.7234548335974643,0.7389064976228209,0.7248239632204106,0.00895191030098684,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7181673444133393,0.7240199372720957,0.7080984120465893,0.7184367338094272,0.7362114871465033,0.7209867829375909,0.009182088344575,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.01118607521057129,0.004492138106732014,4.25053973197937,0.1991534331044589,manhattan,8,uniform,"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'uniform'}",0.7037623762376237,0.7064183835182251,0.6992868462757528,0.7171156893819335,0.7147385103011094,0.7082643611429289,0.006701222180853878,13,0.776743264659271,0.777755769040309,0.781618302466079,0.7770624938100426,0.7750817074378529,0.7776523074827109,0.00216896491976886,0.7019369136023202,0.7011111666620563,0.6952588018889426,0.7119901920735708,0.7157573695101505,0.7052108887474081,0.007533364153327931,13,0.7757600657185565,0.7762558989963614,0.7809330947539637,0.7756175154025959,0.7731814950930281,0.776349613992901,0.0025273540023134423
0.016124773025512695,0.012358696224272396,4.224792528152466,0.7041553986515119,manhattan,8,distance,"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}",0.712079207920792,0.7210776545166403,0.7159270998415214,0.7301901743264659,0.7365293185419969,0.7231606910294833,0.009028809306519883,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7082689679907678,0.7164726175349491,0.7125499428146789,0.7251386013914993,0.7339820812573385,0.7192824421978468,0.00921837584036707,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.02877960205078125,0.024094194137244274,7.286608648300171,2.0238701625007125,manhattan,10,uniform,"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'uniform'}",0.7021782178217821,0.7032488114104596,0.6937400950871633,0.7147385103011094,0.71513470681458,0.7058080682870189,0.008149853595046339,15,0.7666402535657686,0.7674556799049222,0.7725066851540061,0.7665643260374368,0.76210755670001,0.7670549002724287,0.0033097246442492056,0.6993359546073652,0.698411760149657,0.6890600176426537,0.7080516678834227,0.713802445610111,0.7017323691786419,0.008520305414176364,15,0.7648427613957633,0.7655445855276332,0.7713503785817177,0.7643915267888518,0.7598391134794661,0.7651936731546864,0.0036733104518674098
0.04249505996704102,0.014987573960840677,7.86140079498291,1.2096628883209086,manhattan,10,distance,"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}",0.7168316831683168,0.7183042789223455,0.7143423137876387,0.7309825673534073,0.7325673534072901,0.7226056393277996,0.007609618789396,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7139574995542978,0.7135148636722256,0.7095283994918103,0.7260681976207534,0.729510056268995,0.7185158033216165,0.0078035019796574975,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03266572952270508,0.012720563050897818,5.791080284118652,2.097989174121701,manhattan,12,uniform,"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'uniform'}",0.6978217821782178,0.7048335974643423,0.7008716323296355,0.7198890649762282,0.7123613312202852,0.7071554816337418,0.00801549584687855,14,0.7588153724247226,0.7599286916906012,0.7643854610280282,0.7586411805486778,0.7545805684856888,0.7592702548355437,0.003136707956116265,0.6949991270494155,0.6997476165029701,0.6956887564191571,0.7126166034848145,0.712453102767628,0.7031010412447971,0.007871917389496608,14,0.7565049517688861,0.7582087829471951,0.7625731244596291,0.7562695858966817,0.752083250849281,0.7571279391843346,0.0033879796341199126
0.014836740493774415,0.007488258424240959,3.1449233531951903,0.12765003124292876,manhattan,12,distance,"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}",0.7152475247524752,0.7206814580031695,0.7190966719492868,0.7293977812995246,0.7325673534072901,0.7233981578823492,0.006517448697246226,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7122865781013948,0.7161750251197837,0.7151328483086833,0.7243920223307435,0.7304207055443628,0.7196814358809936,0.006711036052844981,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.008383703231811524,0.005640938528514634,3.355472040176392,0.6298227382649418,manhattan,15,uniform,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'uniform'}",0.6966336633663366,0.7012678288431062,0.6937400950871633,0.7175118858954042,0.7103803486529319,0.7039067643689885,0.008834362098311406,16,0.7486133122028527,0.7453699118550065,0.7508170743785283,0.7466574229969298,0.7451718332177875,0.7473259109302208,0.002133470578656732,0.6931102596509234,0.6954852536353362,0.6891290280280293,0.7108899395715991,0.710106301718721,0.6997441565209218,0.009015878518528067,17,0.7458172715997484,0.7431051974767574,0.7483949389528978,0.7436301046207292,0.7417946956749706,0.7445484416650207,0.0023201243277246038
0.018648719787597655,0.015274577601432283,2.785493278503418,0.31411974592212155,manhattan,15,distance,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}",0.7097029702970297,0.7167194928684627,0.7131537242472267,0.7305863708399366,0.7301901743264659,0.7200705465158244,0.008712612188510207,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7068984880858025,0.7119477794929494,0.7085256246925838,0.7252456677361601,0.7283422931286093,0.7161919706272211,0.008862895738409237,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.014253664016723632,0.010767757755347017,4.6068816661834715,1.0021707305283372,manhattan,20,uniform,"{'metric': 'manhattan', 'n_neighbors': 20, 'weights': 'uniform'}",0.6946534653465346,0.6901743264659271,0.6977020602218701,0.7091917591125199,0.7064183835182251,0.6996279989330154,0.007147055044187422,20,0.7361331220285261,0.7355650193126672,0.7390313954639992,0.7354659799940576,0.73308903634743,0.735856910629336,0.0019001474703470803,0.6924100634620033,0.6841421460902068,0.6930484803783213,0.7025223142007757,0.7050648757345662,0.6954375759731747,0.007554320121056701,20,0.7332776721155069,0.7326275140908575,0.7359331206009481,0.7324281578114308,0.7295473833750451,0.7327627695987576,0.0020388829170465052
0.008969545364379883,0.0022448938323590944,3.331275463104248,0.2452826011291488,manhattan,20,distance,"{'metric': 'manhattan', 'n_neighbors': 20, 'weights': 'distance'}",0.7069306930693069,0.7076069730586371,0.7123613312202852,0.7242472266244057,0.7282091917591125,0.7158710831463495,0.008751378777762312,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7041112827315871,0.7020492252514802,0.7083470864314638,0.7188006882275964,0.7267042520232063,0.7120025069330668,0.009349416155924387,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
