mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__metric,param_model__n_neighbors,param_model__weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
0.36738247871398927,0.07405266722424524,1.8098928451538085,0.2972442070232053,euclidean,5,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform'}",0.7029702970297029,0.6992868462757528,0.7004754358161648,0.7012678288431062,0.7131537242472267,0.7034308264423907,0.005006641450170315,17,0.8017036450079239,0.8011290482321481,0.8031098346043379,0.8006338516391007,0.7946914925225315,0.8002535744012084,0.00290202505653785,0.7008939460249541,0.695653988984182,0.698182020186349,0.6969034229088092,0.7125959310776416,0.7008458618363871,0.00612635062677757,16,0.8012489671660447,0.7998955206075699,0.8017973604792488,0.7993826569448795,0.7933324620871055,0.7991313934569696,0.0030287333079121025
0.26517157554626464,0.01950142569622016,0.930970573425293,0.23653345071551843,euclidean,5,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance'}",0.7148514851485148,0.7159270998415214,0.713946117274168,0.7060221870047544,0.7297939778129953,0.7161081734163908,0.007685244351119734,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.710927085241787,0.7113143574041629,0.7113246489099547,0.7002009072228502,0.7264762373785516,0.7120486472314613,0.008376700510114481,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.27615981101989745,0.0781548289542923,1.3244382858276367,0.4515210866454283,euclidean,8,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 8, 'model__weights': 'uniform'}",0.6855445544554456,0.7020602218700476,0.6933438985736925,0.7064183835182251,0.7024564183835182,0.6979646953601858,0.0075369147483616405,21,0.7722860538827259,0.7713182133306923,0.7731009210656631,0.7680499158165792,0.769436466277112,0.7708383140745545,0.0018539679790488795,0.6821055615713177,0.6977410707694117,0.6899090109656599,0.7000288266192172,0.7011877857668934,0.6941944511385,0.007211538334136047,21,0.7714058274951201,0.769728102242304,0.7720503341295473,0.7660933599935162,0.7674025936221935,0.7693360434965364,0.0022829066655793025
0.28503832817077634,0.07978865638041271,0.8246214866638184,0.2023501742832712,euclidean,8,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 8, 'model__weights': 'distance'}",0.7077227722772277,0.7127575277337559,0.7099841521394612,0.71513470681458,0.7278129952456418,0.7146824308421333,0.007026125492682643,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7036726019405533,0.7082009439104814,0.7057497677574937,0.7092095635549374,0.7246601757441916,0.7102986105815314,0.007435546306202654,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.3916943073272705,0.11189193666151581,1.8927996158599854,0.38094917489656277,euclidean,10,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 10, 'model__weights': 'uniform'}",0.6847524752475248,0.705229793977813,0.7000792393026941,0.7048335974643423,0.7119651347068146,0.7013720481398378,0.009131917295991655,19,0.7610935023771791,0.7580469446370209,0.7606219669208676,0.7549767257601268,0.7553728830345647,0.7580224045459518,0.0025489641877376,0.6801162219245548,0.7001837367783679,0.6944601204005009,0.6975756113395276,0.710638794766633,0.6965948970419168,0.009870933485968385,19,0.7589203669746869,0.7560236079508237,0.7585471908738414,0.7521692051943029,0.7526086432316595,0.7556538028450628,0.0028493616538816818
0.3326371192932129,0.1000997019123415,0.9250277996063232,0.3031085541858527,euclidean,10,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 10, 'model__weights': 'distance'}",0.7077227722772277,0.7183042789223455,0.7127575277337559,0.7167194928684627,0.7278129952456418,0.7166634134094867,0.006666329821211205,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7037698106275699,0.7142776529602722,0.707718138286874,0.7107363569714072,0.7238984783505386,0.7120800874393324,0.006846847020579376,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2483675956726074,0.02175128642747651,1.2378434181213378,0.29053741987901605,euclidean,12,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 12, 'model__weights': 'uniform'}",0.685940594059406,0.6917591125198098,0.6992868462757528,0.7024564183835182,0.7068145800316957,0.6972515102540365,0.0074938537877771985,22,0.7528724247226625,0.7479449341388531,0.7525007427948895,0.745072793899178,0.7462612657224919,0.748930432255615,0.0032019822662173996,0.6816718618665691,0.6859552194454667,0.6935535771701048,0.6953081254431854,0.7054607060370783,0.692389897992481,0.008209721189187226,22,0.7505841183451217,0.7451067359327779,0.7499072690335361,0.7421579496421911,0.7431321600685118,0.7461776466044279,0.0034614123776446105
0.30577449798583983,0.08403828785886595,0.8951314449310303,0.23381181764438108,euclidean,12,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 12, 'model__weights': 'distance'}",0.7081188118811881,0.7099841521394612,0.7119651347068146,0.7194928684627575,0.7230586370839936,0.7145239208548431,0.005756980613954213,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7050043533535283,0.7046564630121798,0.7071547886259333,0.71431598177615,0.7194424376694505,0.7101148048874484,0.005819390479119468,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.36782398223876955,0.06584479566179885,1.4559755802154541,0.2468966623356736,euclidean,15,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 15, 'model__weights': 'uniform'}",0.68,0.686608557844691,0.6870047543581617,0.6984944532488114,0.7032488114104596,0.6910713153724248,0.008513771584884772,23,0.7395998415213946,0.7369515697732,0.735961176587105,0.7333861543032584,0.7344755868079628,0.7360748657985842,0.0021444743755641717,0.6759906937120086,0.6801715326549321,0.6810878261747321,0.6910176279580131,0.7015809172492936,0.6859697195497959,0.009232807631214262,23,0.73623307840652,0.7337074928097843,0.7329847512053907,0.7298276730772147,0.7303222786048736,0.7326150548207566,0.002342925974254053
0.29683570861816405,0.04899420973127306,0.8716319561004638,0.17849376615423262,euclidean,15,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 15, 'model__weights': 'distance'}",0.7001980198019802,0.7040412044374009,0.7123613312202852,0.7159270998415214,0.723851030110935,0.7112757370824245,0.00843807996690174,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6957954883703684,0.6978512938544312,0.7068698483067921,0.7096310719135059,0.7207009745702189,0.7061697354030633,0.008949294849796308,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.4157543659210205,0.1497033530680984,1.516460943222046,0.33831429520012735,euclidean,20,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 20, 'model__weights': 'uniform'}",0.6728712871287129,0.6806656101426307,0.6814580031695721,0.6913629160063391,0.6897781299524565,0.6832271892799422,0.006723708643257568,24,0.7253367670364501,0.7246706942656235,0.7275428345052986,0.7242745369911855,0.7216004753887293,0.7246850616374575,0.0019118051639044154,0.6689689016592111,0.6742361649045581,0.6754231586851134,0.6834878075407147,0.6865518479139953,0.6777335761407184,0.006407222939977122,24,0.7211357675619519,0.721307425774109,0.7241600761027359,0.7207832612417171,0.7171052843378186,0.7208983630036665,0.0022478060323796625
0.3756561279296875,0.11815257767408974,1.0926651000976562,0.21889075244380837,euclidean,20,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 20, 'model__weights': 'distance'}",0.6938613861386138,0.6980982567353408,0.7044374009508716,0.7072107765451664,0.7123613312202852,0.7031938303180555,0.006554155661897896,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6897301939637428,0.6927101522941885,0.6995061786276059,0.7004966582431658,0.7091678950985304,0.6983222156454467,0.006768704800629814,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.30725665092468263,0.0755911354401654,5.4583518505096436,1.1672562524513248,manhattan,5,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 5, 'model__weights': 'uniform'}",0.7108910891089109,0.713946117274168,0.7076069730586371,0.7131537242472267,0.7218700475435816,0.7134935902465048,0.004730974541162961,11,0.8085380348652932,0.8042983064276518,0.810042586907002,0.807170446667327,0.8041992671090423,0.8068497283952633,0.0023100772069058486,0.7086039807749307,0.7098412084525841,0.7040770738986307,0.7081214504789006,0.7206298613101823,0.7102547149830457,0.005536309947944889,10,0.8077026357109164,0.802896630194505,0.8091298893681617,0.8055681046395193,0.8027641832846418,0.8056122886395489,0.002538957380239337
0.3812849521636963,0.11269057391450417,5.709528064727783,1.857996950495552,manhattan,5,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 5, 'model__weights': 'distance'}",0.72,0.7301901743264659,0.7111727416798732,0.7242472266244057,0.7396988906497622,0.7250618066561013,0.00958890959354192,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.716257443388171,0.7255957948013652,0.7079439389381872,0.7191863134207855,0.7370078477784154,0.7211982676653849,0.009730549857960747,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.6721278667449951,0.1534653475829761,8.021924448013305,1.2174618868572908,manhattan,8,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 8, 'model__weights': 'uniform'}",0.7017821782178217,0.7068145800316957,0.7000792393026941,0.7183042789223455,0.7147385103011094,0.7083437573551333,0.007124602695333685,13,0.777931854199683,0.7773596117658711,0.7815192631474696,0.7769634544914331,0.7751807467564623,0.7777909860721838,0.002078659922838323,0.7000880449869766,0.7015978318255615,0.6959143097982115,0.7131664792631032,0.7158316807739247,0.7053196693295556,0.007768623640280375,13,0.7771270186505959,0.7759622602363055,0.7808797623175238,0.7755537366232027,0.7732834794451812,0.7765612514545619,0.0024934832886572365
0.4029648780822754,0.19348883792022561,4.967092514038086,1.6201101306129195,manhattan,8,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 8, 'model__weights': 'distance'}",0.7104950495049505,0.721473851030111,0.7159270998415214,0.7301901743264659,0.7369255150554676,0.7230023379517033,0.009532548277230728,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.706835373783366,0.7168688132046735,0.7125499428146789,0.7251506794632471,0.7344277112224804,0.7191665040976891,0.009693604481223956,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.20251250267028809,0.02656767769228327,3.7485382080078127,0.7865462499961611,manhattan,10,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 10, 'model__weights': 'uniform'}",0.7013861386138613,0.7024564183835182,0.6937400950871633,0.7155309033280507,0.7147385103011094,0.7055704131427406,0.008371701287391455,15,0.7663431061806656,0.7677527978607507,0.7722095671981777,0.7670595226304843,0.761909478062791,0.7670548943865738,0.0032875429752238674,0.6986758950528108,0.6978284783507284,0.6890600176426537,0.7088816984635625,0.7134806436046597,0.701585346622883,0.008650984616603399,15,0.764688345723665,0.7659047119710641,0.771094619636609,0.7649540636571854,0.7596352491274655,0.7652553980231979,0.003647370065517578
0.2957956314086914,0.11547143931598232,3.628962278366089,0.9274211416376918,manhattan,10,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 10, 'model__weights': 'distance'}",0.7152475247524752,0.7171156893819335,0.7147385103011094,0.731378763866878,0.7333597464342314,0.7223680469473255,0.008228115249226856,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7124547613812238,0.7120866551810299,0.7100621789317365,0.7264682874943199,0.7303804556336663,0.7182904677243953,0.00840585556487896,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.3973262310028076,0.1728024369326691,5.706510305404663,2.0184254282154144,manhattan,12,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 12, 'model__weights': 'uniform'}",0.6978217821782178,0.7040412044374009,0.7012678288431062,0.7194928684627575,0.7119651347068146,0.7069177637256594,0.007829973828790873,14,0.7592115689381933,0.7601267703278202,0.7645835396652471,0.7586411805486778,0.7547786471229078,0.7594683413205692,0.003141405466649312,0.6948036871535782,0.6990375812696186,0.6960691408415164,0.7121976548949355,0.7119761693804277,0.7028168467080153,0.007693086010394884,14,0.7568658320466737,0.7583815150748558,0.7628130498380388,0.756251526051541,0.7521897680528635,0.7573003382127945,0.003434113067088132
0.5408499240875244,0.21394873079531768,7.34674391746521,2.8480712901476353,manhattan,12,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 12, 'model__weights': 'distance'}",0.7112871287128713,0.7202852614896988,0.7190966719492868,0.7293977812995246,0.7321711568938193,0.7224476000690402,0.007527458066952149,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7087385428055263,0.7157322500609187,0.7151328483086833,0.724166148956862,0.7300309065740871,0.7187601393412155,0.007470112245938449,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.5588584899902344,0.11561194919508841,8.56859531402588,2.148071603476092,manhattan,15,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 15, 'model__weights': 'uniform'}",0.6974257425742574,0.7016640253565769,0.6925515055467512,0.7167194928684627,0.7107765451664025,0.7038274623024903,0.008801180380137365,16,0.7493066561014263,0.7453699118550065,0.7503218777854809,0.7465583836783203,0.7454689511736159,0.74740515611877,0.002036226894716279,0.6931414386231455,0.6957529336290698,0.6877918227307952,0.710001070688131,0.7105165226953641,0.6994407576733012,0.009199694927189056,17,0.7465533209060526,0.74309666691688,0.7478708363761054,0.7435269830771964,0.7420855611590419,0.7446266736870553,0.002202001548306249
0.27701582908630373,0.05263595536798945,4.278547859191894,0.7617811928265621,manhattan,15,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 15, 'model__weights': 'distance'}",0.7089108910891089,0.7159270998415214,0.7131537242472267,0.7293977812995246,0.7297939778129953,0.7194366948580754,0.008591647981174464,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.705577336897629,0.7109754533829209,0.7086432826392678,0.7239489579216335,0.7277656782446961,0.7153821418172295,0.008805766725344895,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.33533387184143065,0.1599642020797951,4.167817878723144,0.8340006785868326,manhattan,20,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 20, 'model__weights': 'uniform'}",0.6966336633663366,0.6901743264659271,0.696513470681458,0.7080031695721077,0.7064183835182251,0.6995486027208109,0.006697156741289769,20,0.7367274167987322,0.7356640586312766,0.7386352381895612,0.7351688620382292,0.7332871149846489,0.7358965381284897,0.0017654169899346882,0.694246924677104,0.6840854263972082,0.6917250307134102,0.7012062449611668,0.7050648757345662,0.6952657004966911,0.007346926969847745,20,0.7338024702601195,0.7326680597083893,0.7355435495870969,0.7320769952218643,0.7297322436558904,0.732764663686672,0.0019223444447167889
0.2494948387145996,0.07529718829324132,4.039606285095215,1.2505944664465385,manhattan,20,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 20, 'model__weights': 'distance'}",0.7061386138613861,0.7064183835182251,0.7111727416798732,0.723851030110935,0.7282091917591125,0.7151579921859064,0.009159856825153054,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7031964196615358,0.7007857942563707,0.7070179548591607,0.7182099890361274,0.7267042520232063,0.7111828819672802,0.009793087286605929,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
