mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__metric,param_model__n_neighbors,param_model__weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,split5_train_precision_macro,split6_train_precision_macro,split7_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
0.07297021150588989,0.008909476817126515,0.15457606315612793,0.012770787523363086,euclidean,5,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform'}",0.7072243346007605,0.7027883396704689,0.7217997465145755,0.6989860583016476,0.7171845275840203,0.7019657577679138,0.7349397590361446,0.7165504121750158,0.7126798669563184,0.011422925209443996,19,0.8072812896214454,0.8069190364064481,0.8048360804202137,0.805198333635211,0.8061215249479308,0.8075704065924115,0.8035859820700897,0.8063026351534909,0.8059769111059052,0.0012688311433814111,0.7040734701963888,0.698411175666112,0.7169117992929542,0.6941474579732372,0.7116359436490081,0.6974950391220289,0.7319316423559422,0.7157244772422475,0.7087913756872398,0.011882925858160401,17,0.8057210595273158,0.8052671359499728,0.8032002321167563,0.8034190215052947,0.8043122970557715,0.8058116846359521,0.8018710778948807,0.8045069329522007,0.804263680204768,0.0012824608720368887
0.0744938850402832,0.005095262963300161,0.13146346807479858,0.014811452139468924,euclidean,5,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance'}",0.7110266159695817,0.7110266159695817,0.7249683143219265,0.7078580481622306,0.7273303741280913,0.719720989220038,0.7450856055802156,0.7228915662650602,0.7212385162020908,0.011249133295218119,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7088092003906034,0.705656818335232,0.7197458483447413,0.7020807715105902,0.7224614781466033,0.7154324340269334,0.7400221256376002,0.7177654827143515,0.7164967698883319,0.01110598569069626,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0900297462940216,0.016842060467949616,0.18457987904548645,0.03890441089555244,euclidean,8,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 8, 'model__weights': 'uniform'}",0.6945500633713562,0.7015209125475285,0.7224334600760456,0.7021546261089987,0.7171845275840203,0.7051363348129359,0.7412809131261889,0.7019657577679138,0.7107783244243735,0.014318725612990182,20,0.7807462416228944,0.7780293425104148,0.7804745517116465,0.780927368230393,0.7778683328805578,0.7797699900389387,0.7779588879833379,0.776057230824957,0.7789789932253925,0.001639146741255262,0.6908496628405761,0.6963957903063146,0.7172081648207058,0.6961523611389288,0.7100189095646634,0.7012294332376953,0.7399426675449893,0.6997860112101796,0.7064478750830065,0.01488453917250671,20,0.7791356087541613,0.7759750941281381,0.7783502890974878,0.7791909310036621,0.7756581619841155,0.7777829096239168,0.7757981268901165,0.773832584853625,0.7769654632919029,0.0018067812628684838
0.0758514404296875,0.013087730059784081,0.13709184527397156,0.013815367901521738,euclidean,8,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 8, 'model__weights': 'distance'}",0.7065906210392903,0.7122940430925222,0.7357414448669202,0.7110266159695817,0.7292327203551047,0.725428027901078,0.7539632213062778,0.719720989220038,0.7242497104688517,0.014540084557181612,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7024304195233882,0.7071227725836893,0.7314964846654028,0.7046291221981548,0.7246203058820208,0.7222617633265237,0.749900871122063,0.7155075662974364,0.719746163199835,0.014929574581039117,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.10007774829864502,0.02300940224169595,0.18181544542312622,0.035832593501849155,euclidean,10,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 10, 'model__weights': 'uniform'}",0.6901140684410646,0.6951837769328264,0.7122940430925222,0.6964512040557668,0.7222574508560557,0.7057704502219404,0.7241597970830691,0.7032339885859227,0.706183097408646,0.011734917121349178,23,0.7723238543742076,0.7689730121354827,0.7707842782104691,0.7692447020467307,0.7680883817803134,0.7682694919858734,0.7678167164719732,0.7667300552386127,0.7690288115304578,0.0016659502581153787,0.6865388749965163,0.6897462600144986,0.7071371644757163,0.6888403454943328,0.7161949378674797,0.7012132377300669,0.7223223208206765,0.6994525060942319,0.70143070593669,0.012287068580371277,23,0.770159050559706,0.766368035143291,0.7683452539854839,0.7662930700096151,0.7648850982896398,0.7653969820800566,0.7645149186169037,0.7635828512690859,0.7661931574942227,0.002011699850517372
0.0654592216014862,0.004607465878474939,0.12328660488128662,0.007323617028811425,euclidean,10,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 10, 'model__weights': 'distance'}",0.7078580481622306,0.7084917617237009,0.7300380228136882,0.7034220532319392,0.7324032974001268,0.7171845275840203,0.74571972098922,0.7171845275840203,0.7202877449361182,0.013628985612157083,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7032549828722718,0.7038418267747201,0.7262876295844415,0.6960439386664373,0.7283510836083618,0.7131200548702593,0.7420322114786962,0.7121368304653118,0.7156335697900624,0.014433925483751454,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0862470269203186,0.015173270407194768,0.18796423077583313,0.02868171159770833,euclidean,12,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 12, 'model__weights': 'uniform'}",0.6977186311787072,0.7040557667934094,0.7103929024081115,0.7046894803548795,0.7178186429930248,0.7006975269499048,0.7273303741280913,0.703868103994927,0.708321428600132,0.009203194440815068,21,0.7618185111392863,0.759735555153052,0.7586487955080601,0.7613656946205397,0.7565878837272481,0.7591234266050892,0.7565878837272481,0.7581273204745087,0.7589993838693789,0.0018240858165441858,0.6941761534039984,0.6998828358626102,0.7042034285536186,0.6978653659295398,0.7112677724313462,0.6956134808025861,0.724160620766623,0.6987032644263084,0.7032341152720789,0.009381509362136142,21,0.7590783812230264,0.7567361230015087,0.7554748583538627,0.7583942955142525,0.7532597255089524,0.7559311043882982,0.7533243780324824,0.75475747643695,0.7558695428074167,0.0020033487203408515
0.09206134080886841,0.03454901481259191,0.1541588008403778,0.04824419568692671,euclidean,12,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 12, 'model__weights': 'distance'}",0.7129277566539924,0.7097591888466414,0.7300380228136882,0.7065906210392903,0.7292327203551047,0.7146480659480026,0.7438173747622068,0.7152821813570069,0.7202869914719917,0.011927996210952915,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7098842431310238,0.7046088562460808,0.7271295939619059,0.6996454248254701,0.7251083937895587,0.7097676829062417,0.7406667931366142,0.7096439836448688,0.7158068714552205,0.012888252796901385,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06813189387321472,0.006123966196792984,0.1591985523700714,0.003269775884142751,euclidean,15,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 15, 'model__weights': 'uniform'}",0.6996197718631179,0.6958174904942965,0.7103929024081115,0.6989860583016476,0.7127457197209892,0.7019657577679138,0.7324032974001268,0.7083069118579581,0.7075297387267702,0.010945311649921498,22,0.7502264082593733,0.7504980981706213,0.7504980981706213,0.7510414779931172,0.7491623652992846,0.7525129041021461,0.7454496060853029,0.7470795979353436,0.7495585695019762,0.002130856797309355,0.6961419015812277,0.6906035427638301,0.7060600934073269,0.6927541313557561,0.7052538178328469,0.6962716459264564,0.7298734930302188,0.7021992659415243,0.7023947364798984,0.011647387885683556,22,0.7470309711672817,0.7472936188295155,0.7473301579375272,0.7478539782215888,0.7452768233155052,0.7491409984365044,0.7414522653307244,0.7436926736620553,0.7461339358625878,0.0023503695782116692
0.08058932423591614,0.015588245655443927,0.13341787457466125,0.013988263059140315,euclidean,15,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 15, 'model__weights': 'distance'}",0.7072243346007605,0.7065906210392903,0.7198986058301647,0.7053231939163498,0.7260621433100825,0.7083069118579581,0.7431832593532023,0.7216233354470514,0.7172765506693575,0.012312022590076395,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7045742183329898,0.7009420652345979,0.7170500475438952,0.6985342640647866,0.7199582816523937,0.7022109223565084,0.7396624593898267,0.7161798058671034,0.7123890080552627,0.012868961134876204,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0927487313747406,0.02263454151361564,0.16928386688232422,0.020109282856233122,euclidean,20,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 20, 'model__weights': 'uniform'}",0.6856780735107731,0.6869455006337135,0.7110266159695817,0.688212927756654,0.7032339885859227,0.6943563728598605,0.7273303741280913,0.689283449587825,0.6982584128790528,0.013765431660811707,24,0.7348306466219888,0.7355551530519834,0.7342872667994929,0.737728672341967,0.7367563162184189,0.7374807570406593,0.7321380059766368,0.7362129856017386,0.7356237254566107,0.0017349133730013386,0.6815228937468663,0.6811452705587826,0.7063005007471485,0.6822286951098443,0.694593301167177,0.6880391987029697,0.7251228943555269,0.6854130528479635,0.6930457259045348,0.014498950166077088,24,0.7308424072060699,0.7314418031482071,0.7301811372870004,0.7339571940761898,0.7330526446141263,0.7339916776517048,0.7274796207185228,0.7324243704289344,0.7316713568913444,0.0020498531758671337
0.06690600514411926,0.006541131658654303,0.1338740587234497,0.00684261287650164,euclidean,20,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 20, 'model__weights': 'distance'}",0.7015209125475285,0.7078580481622306,0.7186311787072244,0.7072243346007605,0.7171845275840203,0.7045022194039315,0.7381103360811667,0.7127457197209892,0.7134721596009814,0.010850174578661671,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6972189278015682,0.7013690847755732,0.7161337819692378,0.7008784007543658,0.7104754042853229,0.6988422170984221,0.7348009244274021,0.7088003822068625,0.7085648904148444,0.011637472372911309,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07389447093009949,0.01580732497304412,0.5599813461303711,0.01387750919506249,manhattan,5,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 5, 'model__weights': 'uniform'}",0.7230671736375158,0.7281368821292775,0.7300380228136882,0.7097591888466414,0.7203551046290425,0.7114774889029803,0.7482561826252377,0.7216233354470514,0.7240891723789294,0.01129871808690785,9,0.810269878645173,0.8156131135663829,0.812533961238906,0.8177866328563665,0.8118264964230735,0.8170786923843159,0.8121887168341936,0.8120981617314136,0.8136744567099781,0.002580120427689715,0.7196245417919874,0.7245987032460157,0.7250557448463362,0.7029482344026148,0.7143583563136117,0.7063040420575589,0.7455897114106717,0.7200355199603672,0.7198143567536455,0.01230639365444489,8,0.8083598005549407,0.8139434938436303,0.810903108384862,0.8159271176011964,0.8098720652073254,0.8153574796193915,0.8103542179366557,0.8098990081266935,0.811827036409337,0.002653720366949377
0.06837344169616699,0.01555551991173493,0.4974133372306824,0.012471236502003899,manhattan,5,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 5, 'model__weights': 'distance'}",0.7268694550063372,0.7313054499366286,0.7275031685678074,0.7122940430925222,0.7324032974001268,0.7235256816740647,0.7520608750792644,0.7311350665821179,0.7296371296673587,0.010403421379922907,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7235052323565686,0.7273176713218159,0.7218578503230716,0.7047307220844486,0.7266856654421652,0.7190305933428174,0.7487466939456456,0.7264061205670336,0.7247850686729458,0.011359528109092088,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06813010573387146,0.012655127243729703,0.552577018737793,0.04146725392786414,manhattan,8,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 8, 'model__weights': 'uniform'}",0.7211660329531052,0.720532319391635,0.7370088719898605,0.7129277566539924,0.7222574508560557,0.7171845275840203,0.7526949904882688,0.7247939124920736,0.7260707328011264,0.011995300873967088,7,0.788806375656584,0.7906176417315703,0.7921572178953088,0.7935156674515487,0.7864710676446618,0.7881916145974825,0.7833921941501404,0.7861994023363217,0.7886688976829523,0.0031320185606705827,0.7175069922730665,0.7168144452499609,0.731417150486246,0.7061316040223324,0.7158981280595998,0.714255302718275,0.7503817446799806,0.722263889983074,0.7218336571840669,0.012699166790535291,6,0.7867759076466855,0.788308954046376,0.7903901140525583,0.7915842119502959,0.7842549321956832,0.7858499797766422,0.7812933661233835,0.7841600827624328,0.7865771935692571,0.003207999225224244
0.06351983547210693,0.011515234430310703,0.51896733045578,0.03300565136125804,manhattan,8,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 8, 'model__weights': 'distance'}",0.7275031685678074,0.7344740177439797,0.7395437262357415,0.7237008871989861,0.7381103360811667,0.7336715282181357,0.7641090678503487,0.7419150285351934,0.7378784700539198,0.011429699781780217,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7246416967417743,0.73106914602887,0.7345717102044028,0.7172464796111055,0.7325721169769494,0.7308803430752876,0.7605621825276389,0.7388283494947282,0.7337965030825946,0.011818826949083434,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07082617282867432,0.024406510708184653,0.5588038265705109,0.04151402568394465,manhattan,10,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 10, 'model__weights': 'uniform'}",0.7186311787072244,0.7198986058301647,0.7338403041825095,0.714828897338403,0.7178186429930248,0.7146480659480026,0.7450856055802156,0.7266962587190868,0.723930944912329,0.010025521535861493,10,0.7785727223329107,0.7778482159029161,0.7813801847491396,0.7791161021554066,0.7792266594222584,0.7773250022638776,0.7735216879471158,0.778230553291678,0.7781526410081628,0.002088801599263161,0.7154629450666324,0.7165388831085265,0.7287040020888426,0.7078086994738811,0.7097341768303551,0.7099874949875689,0.7431922784048586,0.7234531832668154,0.7193602079034351,0.011231209982277087,10,0.7763454217461329,0.775191988524346,0.7791569027517061,0.77648226426953,0.7766831371142731,0.7745258429994929,0.7709434662362915,0.7757735715645991,0.7756378244007964,0.0021846356085895927
0.058565616607666016,0.004849297229761952,0.5145302414894104,0.021444386664176477,manhattan,10,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 10, 'model__weights': 'distance'}",0.7256020278833967,0.7300380228136882,0.7408111533586819,0.7230671736375158,0.7374762206721623,0.725428027901078,0.7596702599873177,0.7412809131261889,0.7354217249225037,0.011366112169490565,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.72360299249379,0.7268817245717986,0.7371211054557246,0.7160177962952057,0.7316886378234645,0.7217897458196424,0.7572417212763554,0.7373367810020647,0.7314600630922556,0.01196872351769087,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05826026201248169,0.0017178200034774582,0.5524234771728516,0.036050586699892,manhattan,12,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 12, 'model__weights': 'uniform'}",0.7186311787072244,0.7135614702154626,0.7268694550063372,0.7103929024081115,0.7216233354470514,0.7140139505389981,0.7349397590361446,0.7146480659480026,0.7193350146634165,0.007661462279138797,15,0.7689730121354827,0.7722332910704582,0.7717804745517116,0.7683390690092374,0.7718916960970751,0.7701711491442543,0.7655528389024722,0.7682694919858734,0.7696513778620706,0.0021615527194523976,0.7146321088638729,0.7099434524009912,0.7235918071589048,0.7031915680467867,0.714959968354646,0.7090761800729231,0.7322699884905103,0.7115479468083207,0.7149016275246194,0.008545080708870332,15,0.766307494618508,0.7696189400327748,0.7695210132850698,0.765805959354625,0.7697421943422932,0.7676030948898186,0.7625339645712906,0.7653978528814,0.7670663142469725,0.0023843283149378473
0.06406927108764648,0.008615382786109632,0.5241803824901581,0.030053885779138888,manhattan,12,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 12, 'model__weights': 'distance'}",0.7249683143219265,0.7217997465145755,0.7376425855513308,0.7179974651457541,0.7362079898541535,0.7247939124920736,0.7526949904882688,0.7393785668991757,0.7319354464084074,0.010803511859233528,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7225283209507033,0.7177114272695106,0.7351443883917517,0.710812854275894,0.7312361464815922,0.7207574843321185,0.7496585933591788,0.7357629668153877,0.7279515227345171,0.011589329472869043,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.058782368898391724,0.006576042552271387,0.5496523678302765,0.026478472744435377,manhattan,15,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 15, 'model__weights': 'uniform'}",0.7173637515842839,0.7122940430925222,0.7325728770595691,0.7015209125475285,0.7203551046290425,0.7133798351299937,0.74571972098922,0.7190868738110336,0.7202866398553992,0.012607134479882352,14,0.756928092736823,0.7592827386343054,0.7632675239992754,0.7648071001630139,0.7621117449968305,0.76084397355791,0.7545051163633071,0.7625645205107308,0.7605388513702744,0.0032279131551638213,0.7147994764242741,0.7078374585394097,0.7295471111475089,0.6936254189669587,0.713761302844257,0.7084112236516411,0.7431820703436102,0.7151852234919509,0.7157936606762013,0.013937377487398936,13,0.7539477028746947,0.7564806203055522,0.7607394640803032,0.7620345321290803,0.7595142815298014,0.7583225579031729,0.7509378695950587,0.7600026099674752,0.7577474547981423,0.003505045143330621
0.06235942244529724,0.007477742568777142,0.5259501934051514,0.029886265048211617,manhattan,15,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 15, 'model__weights': 'distance'}",0.7211660329531052,0.7237008871989861,0.7427122940430925,0.7167300380228137,0.7406467977171846,0.7279644895370958,0.7584020291693088,0.7425491439441978,0.734233964073223,0.013198742229538813,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7190310129629872,0.7189683213481083,0.7408488664816891,0.708095695893188,0.7360183161375076,0.7243986681495349,0.7554693717845086,0.7391351470129542,0.7302456749713098,0.014312429305421825,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07038801908493042,0.016711482613935718,0.5555095970630646,0.022866832247542674,manhattan,20,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 20, 'model__weights': 'uniform'}",0.7065906210392903,0.70595690747782,0.7338403041825095,0.6983523447401775,0.719720989220038,0.7000634115409005,0.735573874445149,0.7032339885859227,0.7129165551539759,0.01395073238709483,18,0.747328382539395,0.7480528889693896,0.747600072450643,0.750407534866872,0.7478040387575839,0.749977361224305,0.7448157203658426,0.7494340306076247,0.748177503722707,0.0016696710625090487,0.7024188789915586,0.7020614236469187,0.7296768437175242,0.6908665474853286,0.7129847451604467,0.6930546651913804,0.7324538977872675,0.6999186086597912,0.7079294513300269,0.014753513362755728,19,0.7437828302042291,0.7446313705514286,0.7441768597716215,0.7470417293332107,0.7441636629429468,0.7469181431223438,0.7407053481969328,0.746653362654314,0.7447591633471283,0.0019860754337352104
0.05838087201118469,0.005430621354659696,0.5131807327270508,0.010276626367559145,manhattan,20,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 20, 'model__weights': 'distance'}",0.7211660329531052,0.7141951837769328,0.743979721166033,0.7097591888466414,0.7330374128091313,0.7152821813570069,0.7520608750792644,0.7190868738110336,0.7260709337248936,0.01432250122169397,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7188878598796481,0.70910567774506,0.7410841753199681,0.7021426676303636,0.7274666674156123,0.7094315701146855,0.7494843054456105,0.7154134586305015,0.7216270477726813,0.015491832798156307,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
