mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__metric,param_model__n_neighbors,param_model__weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,split5_train_precision_macro,split6_train_precision_macro,split7_train_precision_macro,split8_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
0.06374425358242458,0.011029363254984874,0.1265987820095486,0.009178216545325333,euclidean,5,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform'}",0.7027797576621525,0.7120456165359943,0.724679029957204,0.7018544935805991,0.7189728958630528,0.7225392296718973,0.6997146932952925,0.7289586305278174,0.7189728958630528,0.7145019158841182,0.010215509062731049,18,0.8078808950699831,0.8067219399126326,0.8058477446960243,0.8078980210376181,0.8058477446960243,0.8057586022463897,0.810126582278481,0.8053128899982172,0.8055803173471207,0.8067749708091657,0.0014921200719046472,0.6993170495517581,0.7076508472415056,0.7219461316243402,0.6945346956863097,0.7153322495820884,0.7173178685005525,0.6947840537642388,0.7264184375396664,0.717032112817508,0.7104814940342187,0.011214910340391949,18,0.8061975260557609,0.805136216538181,0.8040888467033519,0.8063045613274066,0.8038271337087389,0.8039857342732002,0.8084420029161341,0.803508011485817,0.8038295256544937,0.8050355065181205,0.0015571031532001193
0.07371679941813152,0.0073945211398799265,0.1349284913804796,0.037217234029312284,euclidean,5,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance'}",0.7077690662865289,0.7191732002851033,0.7218259629101283,0.7089871611982882,0.7275320970042796,0.7346647646219686,0.7068473609129815,0.738944365192582,0.7261055634807418,0.7213166157658447,0.011056628993202623,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7047952024618429,0.7138183533127711,0.7173387493802831,0.7046898238201263,0.7217397163648601,0.7289258922111791,0.7012590037662464,0.7343983400531595,0.7210752179543931,0.7164489221472068,0.010748552268290686,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.09298303392198351,0.025874637439467225,0.16799738672044542,0.033591944390354754,euclidean,8,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 8, 'model__weights': 'uniform'}",0.6899501069137562,0.7084818246614397,0.7196861626248217,0.7018544935805991,0.7082738944365192,0.7139800285306704,0.7039942938659058,0.7346647646219686,0.702567760342368,0.7092725921753388,0.011917258096917554,20,0.7811357760542035,0.776945707408398,0.7781244428596897,0.784720984132644,0.7794615796042075,0.7775004457122482,0.7802638616509182,0.7785701551078623,0.776252451417365,0.7792194893275041,0.002441247221865011,0.6863144351018547,0.7045216439956983,0.7168752397498281,0.6970839388199079,0.7010531443340188,0.7084301007614634,0.699679979585697,0.7326869765566423,0.700175309848927,0.7052023076393374,0.01246411886762469,20,0.7794782649831997,0.7749130776100738,0.7757271005080152,0.7826839893504545,0.7775307982884738,0.7752524479263211,0.7780399285599534,0.7765466413115497,0.7740158024840353,0.7771320056691197,0.0025341298390164713
0.09040996763441297,0.019136535655783597,0.12507751252916124,0.015882582183743336,euclidean,8,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 8, 'model__weights': 'distance'}",0.7013542409123307,0.7234497505345688,0.7275320970042796,0.7168330955777461,0.7196861626248217,0.7289586305278174,0.7075606276747504,0.7439372325249644,0.7225392296718973,0.7213167852281307,0.011667875635138667,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.697154133149095,0.7190531122245825,0.7240385145046923,0.7125154578060482,0.7140034878047439,0.7241431896861179,0.7028340075559988,0.7388816517019273,0.7188548129294637,0.7168309297069633,0.011596909748703808,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.08235814836290148,0.026094905764937584,0.1547311411963569,0.028639433288894352,euclidean,10,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 10, 'model__weights': 'uniform'}",0.6885245901639344,0.699928724162509,0.7218259629101283,0.7011412268188303,0.7039942938659058,0.7118402282453637,0.7004279600570613,0.7289586305278174,0.7018544935805991,0.7064995678146833,0.011678735174310426,22,0.7733796915396274,0.7677632165463136,0.7708147619896595,0.7692993403458727,0.7695667676947763,0.7649313603137814,0.771082189338563,0.7692993403458727,0.7666250668568372,0.7691957483301448,0.0023732284473894382,0.6846461673581133,0.6946272735718185,0.717996030277631,0.6955008035566437,0.6982143861206301,0.7043413279427948,0.6954589134408231,0.7267590615101697,0.6979512759024791,0.7017216932979005,0.01222442839314417,21,0.7710545196954313,0.7649331343470624,0.7678150531528002,0.7663718849526903,0.7666375286562465,0.7617411057391814,0.7683775496212467,0.766259535721005,0.7636667421766202,0.7663174504513648,0.0025586656920160906
0.08723870913187663,0.029154778399893153,0.1278590891096327,0.01264339071932871,euclidean,10,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 10, 'model__weights': 'distance'}",0.7042052744119743,0.7113328581610834,0.7325249643366619,0.7118402282453637,0.7154065620542083,0.7261055634807418,0.7089871611982882,0.746077032810271,0.7203994293865906,0.7196532304539093,0.01250243731256253,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6996632105736769,0.7059524257533009,0.7293211361401342,0.7074087102194218,0.7098437527440462,0.720477788056393,0.7048682472829632,0.7416904978290242,0.7156983304926312,0.7149915665657324,0.012701327538407229,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07158173455132379,0.017440424485578983,0.14856998125712076,0.012508356195675025,euclidean,12,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 12, 'model__weights': 'uniform'}",0.692088382038489,0.7056307911617962,0.7082738944365192,0.7075606276747504,0.6997146932952925,0.7089871611982882,0.7104136947218259,0.7225392296718973,0.7061340941512125,0.7068158409277856,0.00772268109187515,21,0.7629490951234733,0.7595613800481412,0.7592262435371724,0.7607416651809592,0.7586022463897308,0.7579782492422892,0.7611873774291318,0.756730254947406,0.7574433945444821,0.759379989604754,0.0018636022586689155,0.6881250198949852,0.7009895458017439,0.7022716625024753,0.7012479143035705,0.6929822382177996,0.7017967789836917,0.7054595883485727,0.7181874731532083,0.7018927359240383,0.7014392174588984,0.007794022645856466,22,0.7601296481099116,0.756769314192478,0.7559916746753812,0.7574155434428312,0.7553765529887776,0.7546408905645272,0.7580061399308905,0.7533058087898371,0.7541366216475203,0.7561969104824615,0.002008095116223417
0.08027717802259657,0.017026323068259804,0.12990238931443956,0.03153285190271883,euclidean,12,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 12, 'model__weights': 'distance'}",0.7063435495367071,0.7163221667854597,0.724679029957204,0.7125534950071327,0.7068473609129815,0.7289586305278174,0.7118402282453637,0.7453637660485022,0.7203994293865906,0.7192564062675287,0.011717524826713937,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7032587242593006,0.7110676467423127,0.7211397266203861,0.7078231716120464,0.7008664403788286,0.7239794737318263,0.7064841288248724,0.7416542196581565,0.7159291172865967,0.7146891832349251,0.012045625327373556,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07166292932298449,0.01759755575324816,0.17181960741678873,0.04601586492881123,euclidean,15,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 15, 'model__weights': 'uniform'}",0.6949394155381325,0.7020669992872416,0.7125534950071327,0.6997146932952925,0.703281027104137,0.7125534950071327,0.703281027104137,0.723965763195435,0.703281027104137,0.7061818825158643,0.008218245649552506,23,0.7500222875991798,0.7497548364090221,0.7501337136744518,0.7524514173649491,0.7501337136744518,0.7504011410233553,0.7536994116598325,0.7471920128365127,0.7479051524335889,0.7501881874083716,0.001882870627359774,0.6912258891182317,0.6979637520394567,0.7086570920194131,0.696559130691238,0.6968225967785366,0.7041650917040825,0.697933762608784,0.7210548838379937,0.6972899602743945,0.7012969065635701,0.008400688579456349,23,0.7466450566705566,0.746485351091746,0.7471334343605162,0.7493760249702088,0.7471829318374891,0.7464792005210645,0.7507622501041188,0.7433567999282361,0.7446350052377896,0.7468951171913029,0.002089137860724567
0.06535010867648655,0.004145012055458845,0.12079760763380262,0.013207115337050565,euclidean,15,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 15, 'model__weights': 'distance'}",0.7034925160370634,0.714896650035638,0.7261055634807418,0.7097004279600571,0.7125534950071327,0.7253922967189729,0.7125534950071327,0.7410841654778887,0.7218259629101283,0.7186227302927507,0.010607556856743123,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7009288077483046,0.7101598294483222,0.7232355647318205,0.7044973968535376,0.7064442321806805,0.7191647037247769,0.706508270992278,0.7377061732751303,0.7159283623484386,0.7138414823670322,0.010886091925983225,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06646762953864203,0.005189921098655891,0.14787191814846462,0.005632874900766013,euclidean,20,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 20, 'model__weights': 'uniform'}",0.6828225231646472,0.6935138987883107,0.7004279600570613,0.7004279600570613,0.6990014265335235,0.7047075606276747,0.6940085592011412,0.7203994293865906,0.6925820256776034,0.6986545937215127,0.009726419677662294,24,0.7356690737273781,0.7372737808683248,0.7325726510964521,0.7384560527723302,0.7345337849884115,0.7351577821358531,0.7365840613300053,0.7341772151898734,0.7359600641825638,0.7355982740323547,0.0016527040539493078,0.6783640440524132,0.6888861863356078,0.6959509444524253,0.6978879070463636,0.6931363442107384,0.6966203227476667,0.6879994230584697,0.7177564651027433,0.6890957927242883,0.6939663810811907,0.01011921078058838,24,0.7315980481871155,0.733366381482375,0.7284238886766516,0.7344015350926903,0.7307170086919133,0.7310658030642984,0.7330443888243371,0.7295679191418164,0.7321696448084127,0.7315949575521788,0.0017845418784132162
0.06734506289164226,0.005154320433001292,0.12339994642469618,0.011565382110080355,euclidean,20,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 20, 'model__weights': 'distance'}",0.699928724162509,0.7091945830363506,0.7075606276747504,0.7168330955777461,0.7054208273894437,0.7225392296718973,0.7104136947218259,0.7325249643366619,0.7139800285306704,0.7131550861224283,0.009229883840572065,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6952795170838607,0.7043186371683701,0.70457395819251,0.7158302204028448,0.6989090636433252,0.7151497545113517,0.7052979875335584,0.7287069874216996,0.7112804264710839,0.7088162836031783,0.009562785928050349,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07078618473476833,0.013013468826440265,0.51198501057095,0.022731619147675446,manhattan,5,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 5, 'model__weights': 'uniform'}",0.714896650035638,0.7362794012829651,0.7310984308131241,0.717546362339515,0.7225392296718973,0.7282453637660485,0.7203994293865906,0.7482168330955777,0.7211126961483595,0.7267038218377462,0.009932038862194485,7,0.8113577605420345,0.8130516180797005,0.8151185594580139,0.8166339811018006,0.8124442859689784,0.8109288643251916,0.8186842574433946,0.8131574255660545,0.8123551435193439,0.8137479884449458,0.0024200131704163958,0.7107532204565247,0.7325208679664624,0.7267082859118162,0.7097675759756031,0.7184194955953024,0.7234063210461262,0.7161455476249708,0.7449721286005164,0.7180448357709116,0.7223042532164705,0.010543982571620713,7,0.8094552979636084,0.811204701532813,0.8134934729722773,0.8148028183940577,0.8106593995514454,0.8087043847334956,0.8169010079566935,0.8112581019677895,0.8102374685150486,0.8118574059541366,0.002524246014651867
0.07535664240519206,0.012855753120326703,0.46600068940056694,0.013783056601692203,manhattan,5,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 5, 'model__weights': 'distance'}",0.7205987170349252,0.736992159657876,0.7289586305278174,0.7203994293865906,0.7296718972895863,0.7417974322396577,0.7332382310984308,0.7482168330955777,0.7360912981455064,0.7328849587195521,0.008656102945603315,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7167784132362379,0.7324788125646531,0.7243441187128451,0.7140531272610579,0.7248920404222005,0.7371849496887709,0.7282050554606423,0.7442965275495178,0.7314510064051328,0.7281871168112287,0.008975896123652752,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07091079817877875,0.024761567621658837,0.49807532628377277,0.03556541879169076,manhattan,8,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 8, 'model__weights': 'uniform'}",0.7191732002851033,0.729151817533856,0.724679029957204,0.7196861626248217,0.7196861626248217,0.7310984308131241,0.7232524964336662,0.7425106990014265,0.7253922967189729,0.7260700328881107,0.00702759885274837,8,0.7892484621556566,0.7891593117589373,0.7914066678552326,0.7935460866464611,0.7889106792654662,0.7864146906756998,0.7898912462114459,0.7862364057764307,0.7862364057764307,0.7890055506801956,0.002340627141075517,0.714890443292264,0.7257946801218245,0.7198575486051515,0.7125031009463454,0.7150084640531513,0.7239310429724081,0.7197683273801649,0.7397241668230029,0.722497072620471,0.7215527607571981,0.007673261020934276,8,0.7872695274879616,0.7867383503160127,0.7893029056892295,0.791863226635445,0.7865690471995501,0.7839331766241443,0.7875859669628233,0.7843324697247365,0.7842127448357349,0.7868674906084041,0.002443958929277008
0.05948019027709961,0.008173596048188757,0.46449655956692165,0.015113133976345375,manhattan,8,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 8, 'model__weights': 'distance'}",0.7248752672843906,0.7405559515324305,0.7368045649072753,0.7310984308131241,0.7296718972895863,0.7467902995720399,0.7303851640513552,0.7617689015691869,0.7410841654778887,0.7381149602774753,0.010576800729021002,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7211955245063795,0.7371437321816349,0.7328982474675626,0.7260435007579675,0.7234499614282797,0.7415942121620126,0.7264918923371395,0.7582870504481339,0.7385632086090599,0.7339630366553522,0.01092589092279687,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0661161740620931,0.011888864448362362,0.4823428259955512,0.013323819240821723,manhattan,10,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 10, 'model__weights': 'uniform'}",0.7134711332858161,0.7248752672843906,0.7296718972895863,0.7218259629101283,0.7282453637660485,0.7268188302425107,0.7154065620542083,0.7303851640513552,0.7296718972895863,0.7244857864637367,0.005954950497391577,9,0.7797093697066952,0.7782829633591869,0.7797290069531111,0.7783918702085934,0.7786592975574969,0.7780353004100553,0.7775895881618827,0.7758958816188268,0.7777678730611517,0.7782290167818888,0.0010933412868860397,0.7089810839933282,0.7211466807448775,0.7269197045762211,0.7158840526434347,0.7223490639024392,0.7202768475831588,0.7106248501340154,0.7282022303317099,0.7273033719294685,0.7201875428709615,0.006677842087973589,9,0.7775649112195985,0.7758753563133362,0.7772863288832896,0.7759140960110923,0.7761148250308835,0.7752245302252021,0.7752845849648612,0.7732771424299053,0.7754068943650028,0.7757720743825746,0.0011809148221503538
0.06372239854600695,0.01095414031544885,0.4656102657318115,0.022865042668812566,manhattan,10,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 10, 'model__weights': 'distance'}",0.7248752672843906,0.7327156094084105,0.7353780313837375,0.7282453637660485,0.7303851640513552,0.7432239657631954,0.7232524964336662,0.7475035663338089,0.7417974322396577,0.7341529885182523,0.00800359804595199,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7220608216913992,0.7291409475179563,0.7314892948343138,0.7229681899693065,0.7250368157944369,0.7386175646628488,0.7187813727219065,0.7441133129858643,0.7381878929906659,0.7300440236854109,0.008208368651532278,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06301209661695692,0.01328044396127935,0.5019223425123427,0.015628886648635442,manhattan,12,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 12, 'model__weights': 'uniform'}",0.714896650035638,0.7170349251603706,0.7261055634807418,0.7089871611982882,0.7225392296718973,0.7275320970042796,0.7268188302425107,0.7368045649072753,0.7161198288159771,0.7218709833907754,0.007951358462140274,10,0.7692787732905412,0.7713292324150842,0.7726867534319843,0.7719736138349081,0.7684079158495275,0.7715279015867356,0.7737564628275985,0.7660010697093956,0.7691210554466037,0.7704536420435977,0.0022923282098002693,0.7109361591209263,0.7142617498816586,0.724363396661534,0.702376653589272,0.7177017728397767,0.7198612685570351,0.7217292918697674,0.7343923085844511,0.7136988051448387,0.71770237847214,0.008513556906027531,10,0.7666460456482175,0.7685072709730665,0.7704225736950088,0.7699148300408207,0.7659429228108785,0.7689762861718712,0.7711566862702508,0.7628195824516542,0.7662409359475643,0.7678474593343704,0.0025054814907347497
0.06440016958448622,0.019578921045657952,0.46565384334988064,0.05165219859218504,manhattan,12,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 12, 'model__weights': 'distance'}",0.722024233784747,0.7270135424091233,0.7346647646219686,0.7232524964336662,0.7339514978601998,0.7417974322396577,0.7282453637660485,0.7489300998573466,0.738944365192582,0.733202644018371,0.008457285426398948,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7192726088018572,0.7235001515678382,0.7315984525596626,0.7190688352509019,0.7287858476499787,0.7364431951725117,0.7233537694863253,0.7450229863484173,0.7361742089025602,0.7292466728600059,0.008334900741234268,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05636527803209093,0.0037119918700929655,0.48681145244174534,0.015627410034021523,manhattan,15,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 15, 'model__weights': 'uniform'}",0.7106200997861725,0.7205987170349252,0.7339514978601998,0.7068473609129815,0.7189728958630528,0.724679029957204,0.7146932952924394,0.7382310984308131,0.7189728958630528,0.7208407656667601,0.009627232713344975,13,0.7583132744940715,0.7605420344120531,0.7629702264218221,0.7637725084685327,0.7615439472276698,0.7622570868247459,0.7619896594758424,0.7556605455517917,0.7631485113210911,0.7611330882441801,0.0024679918942227598,0.7072965434604884,0.717332263767836,0.7308311715547183,0.7007614453204184,0.7133900107264569,0.7162367280597974,0.7097119109375162,0.7355741782515359,0.7146933902926423,0.716203071374601,0.01033115552551814,13,0.7555936645207606,0.7575805660427106,0.7607001893735232,0.761188718390509,0.7589440201678102,0.7595608271474222,0.7593923683253875,0.751961676775041,0.7606472989697279,0.7583965921903213,0.002803674946294659
0.05751917097303602,0.0026327489995318218,0.45594339900546604,0.00888930264841578,manhattan,15,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 15, 'model__weights': 'distance'}",0.7191732002851033,0.7320028510334996,0.738944365192582,0.7132667617689016,0.7332382310984308,0.7425106990014265,0.7310984308131241,0.7510699001426534,0.7432239657631954,0.7338364894554352,0.011233829442955688,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7161504564780942,0.7284603512548807,0.7365849143398356,0.7069749419847401,0.7291368066723258,0.735698859459159,0.7263987875252523,0.7478767843074323,0.7396277464941585,0.7296566276128754,0.011667130366980742,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06336474418640137,0.01866479091938682,0.5095222261216905,0.043130083597868456,manhattan,20,uniform,"{'model__metric': 'manhattan', 'model__n_neighbors': 20, 'model__weights': 'uniform'}",0.7020669992872416,0.7134711332858161,0.7346647646219686,0.7111269614835949,0.7118402282453637,0.7203994293865906,0.7168330955777461,0.723965763195435,0.7089871611982882,0.7159283929202271,0.008960304371661211,17,0.748060978871356,0.7478826780779174,0.7494205740773756,0.7495097165270102,0.7487965769299341,0.7495988589766447,0.7508468532715279,0.7448743091460154,0.748974861829203,0.7486628230785538,0.0015767936854773072,0.697294611380132,0.710457015731189,0.7312495927631256,0.7056464602601453,0.705607876936913,0.7128357876372285,0.7115415731548127,0.721773503304625,0.7057622470943403,0.7113520742513902,0.009439657098668534,17,0.7447477070175957,0.7443601481928421,0.7463335316193426,0.7459668783457706,0.7452713940403557,0.7461505774725047,0.748054694579788,0.7409575203125865,0.746275893549752,0.745346482792282,0.0018500437852441215
0.07456639077928331,0.020452519182950213,0.47913463910420734,0.05332723401890662,manhattan,20,distance,"{'model__metric': 'manhattan', 'model__n_neighbors': 20, 'model__weights': 'distance'}",0.7156094084105489,0.7284390591589451,0.7403708987161198,0.7161198288159771,0.7211126961483595,0.7368045649072753,0.7275320970042796,0.7417974322396577,0.7261055634807418,0.7282101720979894,0.009229372564378646,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7130871314004977,0.7247748382717983,0.737549797682876,0.7109302785080395,0.715609452766554,0.7312588640720667,0.7233927052563788,0.7384826377508417,0.7232880723626244,0.7242637531190752,0.009470389266629135,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
